name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
sonoma,2019-11-09T10:00:00,50,50,48.3,93.7,0,,,0,0,,0.5,0,1021.2,64,4.1,400,1.4,4,,Partially cloudy,partly-cloudy-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-09T11:00:00,54.5,54.5,50.5,86.21,0,,,0,0,,5.4,260,1020.6,36,6.3,509,1.8,5,,Partially cloudy,partly-cloudy-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-09T12:00:00,60.1,60.1,47.7,63.54,0,,,0,0,,5.1,276,1019.8,1.1,9.9,559,2,6,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-09T13:00:00,66.5,66.5,47.8,50.91,0,,,0,0,,4.1,302,1018.6,0,9.9,549,2,5,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-09T14:00:00,68.2,68.2,49.6,51.31,0,,,0,0,,4.9,174,1017.8,1.1,9.9,479,1.7,5,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-09T15:00:00,68.8,68.8,48.2,47.7,0,,,0,0,,5.9,198,1017.3,0,9.9,361,1.3,4,,Clear,clear-day,"KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-09T16:00:00,65.8,65.8,48.8,54.16,0,,,0,0,15,4.5,290,1016.9,0,9.9,217,0.8,2,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-09T17:00:00,57.4,57.4,48.1,71,0,,,0,0,,6.6,275,1016.9,1.8,9.9,64,0.2,1,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-09T18:00:00,53.2,53.2,48.6,84.17,0,,,0,0,,6.4,285,1017.1,7.5,9.9,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-09T19:00:00,50.7,50.7,48,90.41,0,,,0,0,,5.6,286,1017.3,30,9.9,0,,0,,Partially cloudy,partly-cloudy-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-09T20:00:00,49.2,47.8,47.7,94.28,0,,,0,0,,4.2,101,1017.8,30,9.5,0,,0,,Partially cloudy,partly-cloudy-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-09T21:00:00,48.9,47,47,93.24,0,,,0,0,,4.8,204,1017.9,30,9.1,0,,0,,Partially cloudy,partly-cloudy-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-09T22:00:00,48.9,48.9,48,96.57,0,,,0,0,,2.6,264,1018.1,38.5,8.2,0,,0,,Partially cloudy,partly-cloudy-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-09T23:00:00,46.3,44.4,46.3,100,0,,,0,0,,4.2,263,1018.1,58.6,5.2,0,,0,,Partially cloudy,partly-cloudy-night,"KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T00:00:00,47.9,47.9,47.6,98.99,0,,,0,0,,1.4,18,1018.2,73.7,4.7,0,,0,,Partially cloudy,partly-cloudy-night,"KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T01:00:00,46.4,46.4,46,98.76,0,,,0,0,,1.9,328,1018.4,97.8,1.3,0,,0,,Overcast,cloudy,"KDVO,KO69,72495593227,KAPC"
sonoma,2019-11-10T02:00:00,46,46,46,100,0,,,0,0,,0.8,330,1018.5,100,1.9,0,,0,,Overcast,cloudy,"KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T03:00:00,46.3,46.3,46.3,100,0,,,0,0,,1.7,306,1017.9,96.4,1.3,0,,0,,Overcast,cloudy,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T04:00:00,46.4,46.4,46.1,98.82,0,,,0,0,,2.2,305,1017.9,96.4,3.9,0,,0,,Overcast,cloudy,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T05:00:00,47.7,47.7,47.4,98.83,0,,,0,0,,0.5,330,1017.5,96.4,1.1,1,0,0,,Overcast,cloudy,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T06:00:00,48,48,48,100,0,,,0,0,,0,0,1017.9,79.1,0,0,,0,,Partially cloudy,partly-cloudy-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T07:00:00,48.3,48.3,48,98.83,0,,,0,0,,2.8,347,1018.1,79.1,0.1,3,0,0,,Partially cloudy,fog,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T08:00:00,48.3,48.3,48.3,100,0,,,0,0,,2.6,357,1018.7,79.1,0,42,0.2,0,,Partially cloudy,partly-cloudy-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T09:00:00,48.9,48.9,48.9,100,0,,,0,0,,0.5,42,1019,79.1,0.2,166,0.6,2,,Partially cloudy,fog,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T10:00:00,50.2,50.2,50.2,100,0,,,0,0,,0,0,1018.4,100,2.3,389,1.4,4,,Overcast,cloudy,"KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T11:00:00,53.3,53.3,51.1,92.3,0,,,0,0,,1.2,320,1018.1,74.2,7.7,493,1.8,5,,Partially cloudy,partly-cloudy-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T12:00:00,60,60,51,72.02,0,,,0,0,,1.8,0,1016.9,18.5,9.7,541,1.9,5,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T13:00:00,66.2,66.2,49.9,55.82,0,,,0,0,,2,295,1015.7,1.1,9.9,536,1.9,5,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T14:00:00,69.7,69.7,48.5,46.9,0,,,0,0,,3,319,1015.1,0,9.9,443,1.6,4,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T15:00:00,71.4,71.4,47.2,42.17,0,,,0,0,,5.8,313,1014.7,0,9.9,350,1.3,4,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T16:00:00,66.3,66.3,46.6,48.98,0,,,0,0,13.9,6.1,270,1014.8,0,9.9,206,0.7,2,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T17:00:00,60.4,60.4,45.7,58.35,0,,,0,0,,3.3,46,1014.8,0,9.9,58,0.2,1,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T18:00:00,55.4,55.4,47.2,73.79,0,,,0,0,,2.6,43,1014.8,0,9.9,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T19:00:00,53.3,53.3,47.5,80.53,0,,,0,0,,3.6,47,1015,0,9.9,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T20:00:00,49,49,46.3,90.33,0,,,0,0,,1.7,354,1015,0,9.9,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T21:00:00,49.4,48.9,45.7,87.18,0,,,0,0,,3.1,43,1015.2,26.4,8.1,0,,0,,Partially cloudy,partly-cloudy-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T22:00:00,49,48.2,47.7,95.05,0,,,0,0,,3.4,51,1015.3,35.1,5.9,0,,0,,Partially cloudy,partly-cloudy-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-10T23:00:00,48.2,48.2,47.4,97.04,0,,,0,0,,1.2,61,1015.7,47,5,0,,0,,Partially cloudy,partly-cloudy-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T00:00:00,46.5,46.5,46.2,98.58,0,,,0,0,,1.6,53,1015.6,44.6,5.1,0,,0,,Partially cloudy,partly-cloudy-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T01:00:00,43.8,43.8,43.1,97.32,0,,,0,0,,0.7,356,1015.4,22.2,3.8,0,,0,,Partially cloudy,partly-cloudy-night,"KDVO,KO69,72495593227,KAPC"
sonoma,2019-11-11T02:00:00,43.4,43.4,43.1,98.66,0,,,0,0,,0,0,1015.6,30,8.9,0,,0,,Partially cloudy,partly-cloudy-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T03:00:00,40.4,40.4,40.4,99.88,0,,,0,0,,0,0,1015.6,30,2.8,0,,0,,Partially cloudy,partly-cloudy-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T04:00:00,41.4,41.4,41.1,98.79,0,,,0,0,,1.1,316,1015.5,0,7.7,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T05:00:00,42.8,42.8,41.7,95.74,0,,,0,0,,1.2,9,1015.9,0,7.3,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T06:00:00,41.7,41.7,40.9,97.12,0,,,0,0,,2.5,2,1016.1,0,6.3,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T07:00:00,42.3,42.3,41.8,98.27,0,,,0,0,,1.2,13,1016.5,1.1,7.8,4,0,0,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T08:00:00,47.8,47.8,46.5,95.33,0,,,0,0,,0.1,356,1017.2,1.1,9.7,28,0.1,0,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T09:00:00,55.2,55.2,50.8,85.05,0,,,0,0,,0,0,1017.4,0,9.9,228,0.8,2,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T10:00:00,61.9,61.9,49.6,64.03,0,,,0,0,,1,307,1017.5,1.8,9.9,390,1.4,4,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T11:00:00,67.4,67.4,48.8,51.29,0,,,0,0,,2.8,347,1017.4,1.8,9.9,462,1.7,5,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T12:00:00,71,71,47.3,42.76,0,,,0,0,,5,193,1016.8,0,9.9,463,1.7,5,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T13:00:00,72.8,72.8,47,39.89,0,,,0,0,,5.9,188,1015.8,3.2,9.9,469,1.7,5,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T14:00:00,75.5,75.5,45.4,34.32,0,,,0,0,,3.8,359,1015.7,3.2,9.9,372,1.3,4,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T15:00:00,75.2,75.2,47,36.78,0,,,0,0,,4.7,177,1015.4,3.2,9.9,290,1,3,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T16:00:00,74.2,74.2,46.6,37.42,0,,,0,0,,3.8,188,1015.6,3.2,9.9,167,0.6,2,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T17:00:00,68.3,68.3,46,44.8,0,,,0,0,,0.2,351,1015.5,3.2,9.9,46,0.2,0,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T18:00:00,62.4,62.4,45.4,53.74,0,,,0,0,,1.7,19,1015.9,0,9.9,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T19:00:00,57.8,57.8,44.9,62.24,0,,,0,0,,0,0,1016.1,0,9.9,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T20:00:00,55.3,55.3,44.4,66.57,0,,,0,0,,0.1,356,1016.3,0,9.9,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T21:00:00,51.9,51.9,44.6,76.15,0,,,0,0,,1.2,57,1016.5,0,9.9,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T22:00:00,51.3,51.3,44,76.2,0,,,0,0,,0.5,323,1016.9,0,9.9,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-11T23:00:00,50.4,50.4,44.2,79.22,0,,,0,0,,0.8,360,1016.9,0,9.9,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-12T00:00:00,49.5,49.5,44.7,83.59,0,,,0,0,,1,331,1017,0,9.9,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-12T01:00:00,47.5,47.5,44.2,88.06,0,,,0,0,,1.7,353,1016.9,0,9.9,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-12T02:00:00,46.6,46.6,43.1,87.78,0,,,0,0,,1.2,48,1016.8,0,9.9,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-12T03:00:00,46.2,46.2,43.5,90.16,0,,,0,0,,0,0,1016.6,0,9.9,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-12T04:00:00,44.4,44.4,42.8,93.91,0,,,0,0,,0.5,323,1016.7,0,9.9,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-12T05:00:00,43.9,43.9,41.9,92.31,0,,,0,0,,0,0,1017,0,9.9,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-12T06:00:00,42.5,42.5,40.9,93.75,0,,,0,0,,2.1,22,1017,0,8.5,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-12T07:00:00,43.1,43.1,41.9,95.62,0,,,0,0,,2,356,1017.4,1.8,9.9,13,0,0,,Clear,clear-day,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC,F4326"
sonoma,2019-11-12T08:00:00,50.7,50.7,46.5,85.4,0,,,0,0,,1.2,9,1018,1.8,9.9,100,0.4,1,,Clear,clear-day,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC,F4326"
sonoma,2019-11-12T09:00:00,57.1,57.1,47.1,69.27,0,,,0,0,,2,351,1018.5,3.2,9.9,221,0.8,2,,Clear,clear-day,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC,F4326"
sonoma,2019-11-12T10:00:00,62.1,62.1,48,60.07,0,,,0,0,,1.8,346,1018.3,0,9.9,339,1.2,3,,Clear,clear-day,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC,F4326"
sonoma,2019-11-12T11:00:00,67.4,67.4,46.9,47.73,0,,,0,0,,3.5,299,1018.1,3.6,9.9,444,1.6,4,,Clear,clear-day,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC,F4326"
sonoma,2019-11-12T12:00:00,72.2,72.2,47.1,40.9,0,,,0,0,,4.1,75,1017.3,0,9.1,452,1.6,5,,Clear,clear-day,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC,F4326"
sonoma,2019-11-12T13:00:00,74.6,74.6,45.9,36.03,0,,,0,0,,5.9,154,1016.7,0,9.9,488,1.8,5,,Clear,clear-day,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC,F4326"
sonoma,2019-11-12T14:00:00,75.8,75.8,44.7,33.01,0,,,0,0,,6.3,3,1015.8,3.2,9.9,354,1.3,4,,Clear,clear-day,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC,F4326"
sonoma,2019-11-12T15:00:00,76.4,76.4,44.4,32.01,0,,,0,0,,6.4,130,1015.2,3.2,9.7,93,0.3,1,,Clear,clear-day,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC,F4326"
sonoma,2019-11-12T16:00:00,73.2,73.2,45.6,37.3,0,,,0,0,,4.7,195,1015,1.8,9.5,146,0.5,1,,Clear,clear-day,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-12T17:00:00,67.1,67.1,45.2,45.41,0,,,0,0,,2.4,271,1014.7,1.8,9.5,52,0.2,1,,Clear,clear-night,"72495723213,KDVO,LEVWW,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-12T18:00:00,59,59,44.9,59.43,0,,,0,0,,0.1,10,1014.8,31.8,7.3,0,,0,,Partially cloudy,partly-cloudy-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-12T19:00:00,56.1,56.1,44.5,64.98,0,,,0,0,,2.7,56,1014.8,15,9.9,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-12T20:00:00,55,55,45,68.93,0,,,0,0,,0.8,344,1015,0,9.9,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-12T21:00:00,52.4,52.4,44,73.06,0,,,0,0,,0,0,1015.2,0,9.9,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-12T22:00:00,51.5,51.5,45.1,78.63,0,,,0,0,,1,0,1015.6,0,9.9,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
sonoma,2019-11-12T23:00:00,49.3,49.3,44.8,84.65,0,,,0,0,,0,0,1015.6,0,9.1,0,,0,,Clear,clear-night,"72495723213,KDVO,KO69,72040600135,72495593227,KAPC"
